Index,0 [0x0][0x0],1 [0x2][0x8],2 [0x0][0x4],3 [0x2][0x9],4 [0x2][0xa],5 [0x2][0xb],6 [0x2][0xc],7 [0x2][0xd]
1642,"bombardo",0,"bombardos",0,0,1,0,0
1643,"unité de la B.A.B.",0,"unités de la B.A.B.",0,1,1,1,0
1644,"Garuda",0,"Garuda",0,0,1,1,1
1645,"Suparna",0,"Suparna",0,0,1,1,1
1646,"Chirada",0,"Chirada",0,0,1,1,1
1647,"plume lacérante",0,"plumes lacérantes",0,0,1,1,0
1648,"plume soyeuse",0,"plumes soyeuses",0,0,1,1,0
1649,"monolithe",0,"monolithes",0,0,1,0,0
1650,"tomberry flâneur",0,"tomberrys flâneurs",0,0,1,0,0
1651,"Tristan",0,"Tristan",0,0,1,0,1
1652,"draconide du magma",0,"draconides du magma",0,0,1,0,0
1653,"nix blanchâtre",0,"nix blanchâtres",0,0,1,0,0
1654,"âme abandonnée",0,"âmes abandonnées",0,1,1,1,0
1655,"orobon des montagnes",0,"orobons des montagnes",0,1,1,0,0
1656,"héritaupe dent-de-diamant",0,"héritaupes dent-de-diamant",0,0,1,1,0
1657,"hippocerf cendré",0,"hippocerfs cendrés",0,1,1,0,0
1658,"dahaka",0,"dahakas",0,0,1,0,0
1659,"vigneron local",0,"vignerons locaux",0,0,1,0,0
1660,"livreur rentrant du travail",0,"livreurs rentrant du travail",0,0,1,0,0
1661,"Revanchard",0,"Revanchard",0,0,1,0,1
1662,"Cassie la capricieuse",0,"Cassie la capricieuse",0,0,1,1,1
1663,"Aulus rem Vulso",0,"Aulus rem Vulso",0,1,1,0,1
1664,"Daxio",0,"Daxio",0,0,1,0,1
1665,"Volxia",0,"Volxia",0,0,1,0,1
1666,"Pulxio",0,"Pulxio",0,0,1,0,1
1667,"Phaïa",0,"Phaïa",0,0,1,1,1
1668,"Dédale",0,"Dédale",0,0,1,0,1
1669,"grand chêne",0,"grands chênes",0,0,1,0,0
1670,"Bi Go prieur du 59e ordre",0,"Bi Go prieur du 59e ordre",0,0,1,0,1
1671,"doblyn d'asbeste",0,"doblyns d'asbeste",0,0,1,0,0
1672,"survoleur dravanien",0,"survoleurs dravaniens",0,0,1,0,0
1673,"rampeur dravanien",0,"rampeurs dravaniens",0,0,1,0,0
1674,"ziz porteur",0,"ziz porteurs",0,0,1,0,0
1675,"dracoeibis",0,"dracoeibis",0,0,1,0,0
1676,"wyverne mineure",0,"wyvernes mineures",0,0,1,1,0
1677,"Chudo-Yudo",0,"Chudo-Yudo",0,0,1,0,1
1678,"Koshchei",0,"Koshchei",0,0,1,0,1
1679,"typhon",0,"typhons",0,0,1,0,0
1680,"Isgebind",0,"Isgebind",0,1,1,0,1
1681,"partisan dément",0,"partisans déments",0,0,1,0,0
1682,"brontotaurus",0,"brontotauri",0,0,1,0,0
1683,"lueur harcelante",0,"lueurs harcelantes",0,0,1,1,0
1684,"vodoriga dormeuse",0,"vodorigas dormeuses",0,0,1,1,0
1685,"collectionneur d'âmes",0,"collectionneurs d'âmes",0,0,1,0,0
1686,"smolenkos",0,"smolenkos",0,0,1,0,0
1687,"succube",0,"succubes",0,0,1,0,0
1688,"hippogriffe reclus",0,"hippogriffes reclus",0,1,1,0,0
1689,"flagelleur psychique",0,"flagelleurs psychiques",0,0,1,0,0
1690,"prêtre dément",0,"prêtres déments",0,0,1,0,0
1691,"marionnette de pierre",0,"marionnettes de pierre",0,0,1,1,0
1692,"marionnette de marbre",0,"marionnettes de marbre",0,0,1,1,0
1693,"marionnette de mégalithe",0,"marionnettes de mégalithe",0,0,1,1,0
1694,"mur démonique",0,"murs démoniques",0,0,1,0,0
1695,"suçoteur de sang",0,"suçoteurs de sang",0,0,1,0,0
1696,"Anantaboga",0,"Anantaboga",0,1,1,0,1
1697,"hilote sombre",0,"hilotes sombres",0,1,1,0,0
1698,"nova sombre",0,"novas sombres",0,0,1,1,0
1699,"Bibireze grisacier",0,"Bibireze grisacier",0,0,1,0,1
1700,"Meww le déferlant",0,"Meww le déferlant",0,0,1,0,1
1701,"Mouu le refluant",0,"Mouu le refluant",0,0,1,0,1
1702,"Go Zu matriarche du 59e ordre",0,"Go Zu matriarche du 59e ordre",0,0,1,1,1
1703,"énergie pure",0,"énergies pures",0,1,1,1,0
1704,"Worr le fanon d'acier",0,"Worr le fanon d'acier",0,0,1,0,1
1705,"barreur des pillards du serpent",0,"barreurs des pillards du serpent",0,0,1,0,0
1706,"piocheur d'U'Ghamaro",0,"piocheurs d'U'Ghamaro",0,0,1,0,0
1707,"archéologue préoccupé",0,"archéologues préoccupés",0,1,1,0,0
1708,"gardien amalj'aa",0,"gardiens amalj'aa",0,0,1,0,0
1709,"augure amalj'aa",0,"augures amalj'aa",0,1,1,0,0
1710,"crasset flamboyant",0,"crassets flamboyants",0,0,1,0,0
1711,"engagé de force mhigois",0,"engagés de force mhigois",0,1,1,0,0
1712,"livreur du Coerthas",0,"livreurs du Coerthas",0,0,1,0,0
1713,"astrologue anxieux",0,"astrologues anxieux",0,1,1,0,0
1714,"registre d'astroscope",0,"registres d'astroscope",0,0,1,0,0
1715,"marchand du Coerthas",0,"marchands du Coerthas",0,0,1,0,0
1716,"astrologue ishgardais",0,"astrologues ishgardais",0,1,1,0,0
1717,"archéologue de Saint-Coinach",0,"archéologues de Saint-Coinach",0,1,1,0,0
1718,"marchand circonspect",0,"marchands circonspects",0,0,1,0,0
1719,"boucanier des vents",0,"boucaniers des vents",0,0,1,0,0
1720,"livreur embarrassé",0,"livreurs embarrassés",0,0,1,0,0
1721,"caisse de vin",0,"caisses de vin",0,0,1,1,0
1722,"outil de mineur kobold",0,"outils de mineur kobold",0,1,1,0,0
1723,"fourrier embarrassé",0,"fourriers embarrassés",0,0,1,0,0
1724,"lancier de la horde sanglante",0,"lanciers de la horde sanglante",0,0,1,0,0
1725,"chaman amalj'aa",0,"chamans amalj'aa",0,0,1,0,0
1726,"ingénieur des Bons filons",0,"ingénieurs des Bons filons",0,1,1,0,0
1727,"avant-garde abandonnée",0,"avant-gardes abandonnées",0,1,1,1,0
1728,"Phanaxio",0,"Phanaxio",0,0,1,0,1
1729,"Mianne",0,"Mianne",0,0,1,1,1
1730,"bois de coupe rase",0,"bois de coupe rase",0,0,1,0,0
1731,"fidèle de Zahar'ak",0,"fidèles de Zahar'ak",0,0,1,0,0
1732,"bébé mante rouge",0,"bébés mantes rouges",0,0,1,0,0
1733,"sergent-major des sables",0,"sergents-majors des sables",0,0,1,0,0
1734,"estafier de la société Baert",0,"estafiers de la société Baert",0,1,1,0,0
1735,"lupus affamé",0,"lupus affamés",0,0,1,0,0
1736,"basilic massacreur",0,"basilics massacreurs",0,0,1,0,0
1737,"esclave du néant",0,"esclaves du néant",0,1,1,0,0
1738,"carillon de Balor",0,"carillons de Balor",0,0,1,0,0
1739,"Balor",0,"Balor",0,0,1,0,1
1740,"étincelle de plasma",0,"étincelles de plasma",0,1,1,1,0
1741,"doblyn diaphane",0,"doblyns diaphanes",0,0,1,0,0
1742,"bombo de céruleum",0,"bombos de céruleum",0,0,1,0,0
1743,"busard nordique",0,"busards nordiques",0,0,1,0,0
1744,"draconide des flammes",0,"draconides des flammes",0,0,1,0,0
1745,"loup blanc",0,"loups blancs",0,0,1,0,0
1746,"hippocerf albinos",0,"hippocerfs albinos",0,1,1,0,0
1747,"goobbue du gel",0,"goobbues du gel",0,0,1,0,0
1748,"goobbue des eaux de fonte",0,"goobbues des eaux de fonte",0,0,1,0,0
1749,"napalmo",0,"napalmos",0,0,1,0,0
1750,"bélier karakul furieux",0,"béliers karakul furieux",0,0,1,0,0
1751,"brebis karakul furieuse",0,"brebis karakul furieuses",0,0,1,1,0
1752,"brebis égarée",0,"brebis égarées",0,0,1,1,0
1753,"bavarois gelé",0,"bavarois gelés",0,0,1,0,0
1754,"ogre brise-vertèbres",0,"ogres brise-vertèbres",0,1,1,0,0
1755,"claque-gueule",0,"claque-gueules",0,0,1,0,0
1756,"eibis pourpre",0,"eibis pourpres",0,1,1,0,0
1757,"nix hivernal",0,"nix hivernaux",0,0,1,0,0
1758,"protée des neiges",0,"protées des neiges",0,0,1,0,0
1759,"œil laiteux",0,"yeux laiteux",0,1,1,0,0
1760,"stegotaurus",0,"stegotauri",0,0,1,0,0
1761,"biast des blizzards",0,"biasts des blizzards",0,0,1,0,0
1762,"hippocerf rejeté",0,"hippocerfs rejetés",0,1,1,0,0
1763,"souris chausse-neige",0,"souris chausse-neige",0,0,1,1,0
1764,"Skadi",0,"Skadi",0,0,1,1,1
1765,"grand torama",0,"grands toramas",0,0,1,0,0
1766,"bonze mendiant",0,"bonzes mendiants",0,0,1,0,0
1767,"shramana mendiant",0,"shramanas mendiants",0,0,1,0,0
1768,"œil injecté de sang",0,"yeux injectés de sang",0,1,1,0,0
1769,"dahaka ténébreux",0,"dahakas ténébreux",0,0,1,0,0
1770,"hapalit de rufétide",0,"hapalits de rufétide",0,1,1,0,0
1771,"sôzu mendiant",0,"sôzu mendiants",0,0,1,0,0
1772,"bhikkhu mendiant",0,"bhikkhus mendiants",0,0,1,0,0
1773,"savant de Saint-Coinach",0,"savants de Saint-Coinach",0,0,1,0,0
1774,"hippogriffe pelé",0,"hippogriffes pelés",0,1,1,0,0
1775,"jeune hippogriffe",0,"jeunes hippogriffes",0,0,1,0,0
1776,"Gorn le Garrgh",0,"Gorn le Garrgh",0,0,1,0,1
1777,"bretteur ixal",0,"bretteurs ixali",0,0,1,0,0
1778,"loup de garde ixal",0,"loups de garde ixali",0,0,1,0,0
1779,"Lotoli Ahuatan",0,"Lotoli Ahuatan",0,0,1,0,1
1780,"ombre de vodoriga",0,"ombres de vodorigas",0,1,1,1,0
1781,"ogre colérique",0,"ogres colériques",0,1,1,0,0
1782,"Ixal bec-gelé",0,"Ixali bec-gelé",0,1,1,0,0
1783,"Ixal aile-gelée",0,"Ixali aile-gelée",0,1,1,0,0
1784,"engeleur ixal",0,"engeleurs ixali",0,1,1,0,0
1785,"âme vagabonde",0,"âmes vagabondes",0,1,1,1,0
1786,"Mimas",0,"Mimas",0,0,1,0,1
1787,"géant parleur",0,"géants parleurs",0,0,1,0,0
1788,"diablotin poussiéreux",0,"diablotins poussiéreux",0,0,1,0,0
1789,"bateleur de sang",0,"bateleurs de sang",0,0,1,0,0
1790,"mastiff de gigas",0,"mastiffs de gigas",0,0,1,0,0
1791,"épouvantôme errant",0,"épouvantômes errants",0,1,1,0,0
1792,"Océanos",0,"Océanos",0,1,1,0,1
1793,"Armantel",0,"Armantel",0,1,1,0,1
1794,"bûcher flambant",0,"bûchers flambants",0,0,1,0,0
1795,"document de recherche",0,"documents de recherche",0,0,1,0,0
1796,"coffre-fort de géant",0,"coffres-forts de géant",0,0,1,0,0
1797,"relique allagoise",0,"reliques allagoises",0,0,1,1,0
1798,"sceptre de mithril",0,"sceptres de mithril",0,0,1,0,0
1799,"shrapnelo",0,"shrapnelos",0,0,1,0,0
1800,"élémentaire de sable",0,"élémentaires de sable",0,1,1,0,0
1801,"Titan",0,"Titan",0,0,1,0,1
1802,"cœur de Titan",0,"cœurs de Titan",0,0,1,0,0
1803,"bombo rocher",0,"bombos rochers",0,0,1,0,0
1804,"geôle de granite",0,"geôles de granite",0,0,1,1,0
1805,"ver des tunnels",0,"vers des tunnels",0,0,1,0,0
1806,"source de céruleum",0,"sources de céruleum",0,0,1,1,0
1807,"bombo ballon",0,"bombos ballons",0,0,1,0,0
1808,"Solkzagyl le loyal",0,"Solkzagyl le loyal",0,0,1,0,1
1809,"hoplomachus de la 5e cohorte",0,"hoplomachi de la 5e cohorte",0,1,1,0,0
1810,"laquearius de la 5e cohorte",0,"laquearii de la 5e cohorte",0,0,1,0,0
1811,"eques de la 5e cohorte",0,"equites de la 5e cohorte",0,1,1,0,0
1812,"secutor de la 5e cohorte",0,"secutores de la 5e cohorte",0,0,1,0,0
1813,"signifer de la 5e cohorte",0,"signiferi de la 5e cohorte",0,0,1,0,0
1814,"avant-garde de la 5e cohorte",0,"avant-gardes de la 5e cohorte",0,1,1,1,0
1815,"hoplomachus de la 4e cohorte",0,"hoplomachi de la 4e cohorte",0,1,1,0,0
1816,"laquearius de la 4e cohorte",0,"laquearii de la 4e cohorte",0,0,1,0,0
1817,"eques de la 4e cohorte",0,"equites de la 4e cohorte",0,1,1,0,0
1818,"secutor de la 4e cohorte",0,"secutores de la 4e cohorte",0,0,1,0,0
1819,"signifer de la 4e cohorte",0,"signiferi de la 4e cohorte",0,0,1,0,0
1820,"avant-garde de la 4e cohorte",0,"avant-gardes de la 4e cohorte",0,1,1,1,0
1821,"hoplomachus de la 2e cohorte",0,"hoplomachi de la 2e cohorte",0,1,1,0,0
1822,"laquearius de la 2e cohorte",0,"laquearii de la 2e cohorte",0,0,1,0,0
1823,"eques de la 2e cohorte",0,"equites de la 2e cohorte",0,1,1,0,0
1824,"secutor de la 2e cohorte",0,"secutores de la 2e cohorte",0,0,1,0,0
1825,"signifer de la 2e cohorte",0,"signiferi de la 2e cohorte",0,0,1,0,0
1826,"avant-garde de la 2e cohorte",0,"avant-gardes de la 2e cohorte",0,1,1,1,0
1827,"écaille-des-profondeurs de Sapsa",0,"écailles-des-profondeurs de Sapsa",0,1,1,0,0
1828,"griffe-des-profondeurs de Sapsa",0,"griffes-des-profondeurs de Sapsa",0,0,1,0,0
1829,"épine-des-profondeurs de Sapsa",0,"épines-des-profondeurs de Sapsa",0,1,1,0,0
1830,"dent-des-profondeurs de Sapsa",0,"dents-des-profondeurs de Sapsa",0,0,1,0,0
1831,"axolotl",0,"axolotls",0,1,1,0,0
1832,"livreur d'U'Ghamaro",0,"livreurs d'U'Ghamaro",0,0,1,0,0
1833,"terrassier d'U'Ghamaro",0,"terrassiers d'U'Ghamaro",0,0,1,0,0
1834,"prieur d'U'Ghamaro",0,"prieurs d'U'Ghamaro",0,0,1,0,0
1835,"prêtre d'U'Ghamaro",0,"prêtres d'U'Ghamaro",0,0,1,0,0
1836,"doblyn synthétique",0,"doblyns synthétiques",0,0,1,0,0
1837,"lancier de Zahar'ak",0,"lanciers de Zahar'ak",0,0,1,0,0
1838,"archer de Zahar'ak",0,"archers de Zahar'ak",0,1,1,0,0
1839,"pugiliste de Zahar'ak",0,"pugilistes de Zahar'ak",0,0,1,0,0
1840,"occultiste de Zahar'ak",0,"occultistes de Zahar'ak",0,1,1,0,0
1841,"draconide de Zahar'ak",0,"draconides de Zahar'ak",0,0,1,0,0
1842,"serres-vent de Natalan",0,"serres-vent de Natalan",0,0,1,0,0
1843,"aile-hardie de Natalan",0,"aile-hardies de Natalan",0,1,1,0,0
1844,"bec-vif de Natalan",0,"bec-vifs de Natalan",0,0,1,0,0
1845,"embrumeur de Natalan",0,"embrumeurs de Natalan",0,1,1,0,0
1846,"loup de Natalan",0,"loups de Natalan",0,0,1,0,0
1847,"héraut des Fortemps",0,"hérauts des Fortemps",0,0,1,0,0
1848,"cacophonie",0,"cacophonies",0,0,1,1,0
1849,"eibis duveteux",0,"eibis duveteux",0,1,1,0,0
1850,"croco baryton",0,"crocos barytons",0,0,1,0,0
1851,"cobra des lacs",0,"cobras des lacs",0,0,1,0,0
1852,"mante prédatrice",0,"mantes prédatrices",0,0,1,1,0
1853,"gypaète",0,"gypaètes",0,0,1,0,0
1854,"mort gémissant",0,"morts gémissant",0,0,1,0,0
1855,"Jijiroon le pique-argent",0,"Jijiroon le pique-argent",0,0,1,0,1
1856,"Lalafell égaré",0,"Lalafells égarés",0,0,1,0,0
1857,"botaniste affolé",0,"botanistes affolés",0,0,1,0,0
1858,"Gungnir",0,"Gungnir",0,0,1,0,1
1859,"liste de découvertes",0,"listes de découvertes",0,0,1,1,0
1860,"pierre de vent",0,"pierres de vent",0,0,1,1,0
1861,"soldat d'élite des flèches divines",0,"soldats d'élite des flèches divines",0,0,1,0,0
1862,"ingénieur des Fortemps",0,"ingénieurs des Fortemps",0,1,1,0,0
1863,"raptor agité",0,"raptors agités",0,0,1,0,0
1864,"dira",0,"diras",0,0,1,0,0
1865,"avant-garde magitek améliorée",0,"avant-gardes magitek améliorées",0,1,1,1,0
1866,"homme de main d'Aermswys",0,"hommes de main d'Aermswys",0,1,1,0,0
1867,"marchand dépossédé",0,"marchands dépossédés",0,0,1,0,0
1868,"officier logisticien du Maelstrom",0,"officiers logisticiens du Maelstrom",0,1,1,0,0
1869,"pélican rafleur",0,"pélicans rafleurs",0,0,1,0,0
1870,"Survivaliste dément",0,"Survivalistes déments",0,0,1,0,0
1871,"œil maudit",0,"yeux maudits",0,1,1,0,0
1872,"Atomos",0,"Atomos",0,1,1,0,1
1873,"bombo allagois",0,"bombos allagois",0,0,1,0,0
1874,"ballon allagois",0,"ballons allagois",0,0,1,0,0
1875,"napalmo allagois",0,"napalmos allagois",0,0,1,0,0
1876,"vassago",0,"vassagos",0,0,1,0,0
1877,"torchère infernale",0,"torchères infernales",0,0,1,1,0
1878,"pilier du feu sacré",0,"piliers du feu sacré",0,0,1,0,0
1879,"occultiste de Zanr'ak",0,"occultistes de Zanr'ak",0,1,1,0,0
1880,"pugiliste de Zanr'ak",0,"pugilistes de Zanr'ak",0,0,1,0,0
1881,"Ifrit-Egi",0,"Ifrit-Egi",0,1,1,0,1
1882,"incarnation de terre",0,"incarnations de terre",0,1,1,1,0
1883,"gladiateur perverti",0,"gladiateurs pervertis",0,0,1,0,0
1884,"occultiste perverti",0,"occultistes pervertis",0,1,1,0,0
1885,"lancier perverti",0,"lanciers pervertis",0,0,1,0,0
1886,"maraudeur perverti",0,"maraudeurs pervertis",0,0,1,0,0
1887,"tomberry baladeur",0,"tomberrys baladeurs",0,0,1,0,0
1888,"tomberry maudisseur",0,"tomberrys maudisseurs",0,0,1,0,0
1889,"fée fétide",0,"fées fétides",0,0,1,1,0
1890,"défunt rappelé",0,"défunts rappelés",0,0,1,0,0
1891,"défunt rappelé",0,"défunts rappelés",0,0,1,0,0
1892,"ogre manipulé",0,"ogres manipulés",0,1,1,0,0
1893,"exécuteur des Dards invisibles",0,"exécuteurs des Dards invisibles",0,1,1,0,0
1894,"maître assassin des Dards invisibles",0,"maîtres assassins des Dards invisibles",0,0,1,0,0
1895,"assassin des Dards invisibles",0,"assassins des Dards invisibles",0,1,1,0,0
1896,"élémentaire manipulé",0,"élémentaires manipulés",0,1,1,0,0
1897,"œil manipulé",0,"yeux manipulés",0,1,1,0,0
1898,"",0,"",0,0,0,0,0
1899,"",0,"",0,0,0,0,0
1900,"",0,"",0,0,0,0,0
1901,"Yotoli Hueloc l'éclairé",0,"Yotoli Hueloc l'éclairé",0,0,1,0,1
1902,"",0,"",0,0,0,0,0
1903,"piquier mhigois",0,"piquiers mhigois",0,0,1,0,0
1904,"archer mhigois",0,"archers mhigois",0,1,1,0,0
1905,"manieur de hache mhigois",0,"manieurs de hache mhigois",0,0,1,0,0
1906,"chaman mhigois",0,"chamans mhigois",0,0,1,0,0
1907,"soigneuse Griffecoeurl",0,"soigneuses Griffecoeurl",0,0,1,1,0
1908,"trappeuse Griffecoeurl",0,"trappeuses Griffecoeurl",0,0,1,1,0
1909,"",0,"",0,0,0,0,0
1910,"boue brute",0,"boues brutes",0,0,1,1,0
1911,"paladin des casques d'argent",0,"paladins des casques d'argent",0,0,1,0,0
1912,"écuyer des casques d'argent",0,"écuyers des casques d'argent",0,1,1,0,0
1913,"",0,"",0,0,0,0,0
1914,"",0,"",0,0,0,0,0
1915,"",0,"",0,0,0,0,0
1916,"",0,"",0,0,0,0,0
1917,"",0,"",0,0,0,0,0
1918,"",0,"",0,0,0,0,0
1919,"flan",0,"flans",0,0,1,0,0
1920,"tréant en décomposition",0,"tréants en décomposition",0,0,1,0,0
1921,"rat d'égout",0,"rats d'égout",0,0,1,0,0
1922,"",0,"",0,0,0,0,0
1923,"flan princesse",0,"flans princesse",0,0,1,0,0
1924,"gelée verte",0,"gelées vertes",0,0,1,1,0
1925,"gelée jaune",0,"gélées jaunes",0,0,1,1,0
1926,"gelée violette",0,"gélée violettes",0,0,1,1,0
1927,"chêne antique",0,"chênes antiques",0,0,1,0,0
1928,"",0,"",0,0,0,0,0
1929,"coquesilex",0,"coquesilex",0,0,1,0,0
1930,"imp crasseux",0,"imps crasseux",0,1,1,0,0
1931,"ébrécheur du néant",0,"ébrécheurs du néant",0,1,1,0,0
1932,"tyran du néant",0,"tyrans du néant",0,0,1,0,0
1933,"écho du néant",0,"échos du néant",0,1,1,0,0
1934,"soigneuse Griffecoeurl",0,"soigneuses Griffecoeurl",0,0,1,1,0
1935,"sorcière Griffecoeurl",0,"sorcière Griffecoeurl",0,0,1,1,0
1936,"archelon dérangé",0,"archelons dérangés",0,1,1,0,0
1937,"notochelon dérangé",0,"notochelons dérangés",0,0,1,0,0
1938,"",0,"",0,0,0,0,0
1939,"élémentaire dérangé",0,"élémentaires dérangés",0,1,1,0,0
1940,"raptor agité",0,"raptors agités",0,0,1,0,0
1941,"plonge-falaise",0,"plonge-falaises",0,0,1,0,0
1942,"Kamapua'a",0,"Kamapua'a",0,0,1,0,1
1943,"",0,"",0,0,0,0,0
1944,"",0,"",0,0,0,0,0
1945,"",0,"",0,0,0,0,0
1946,"loup éclaireur",0,"loups éclaireurs",0,0,1,0,0
1947,"",0,"",0,0,0,0,0
1948,"",0,"",0,0,0,0,0
1949,"marchand gobelin",0,"marchands gobelins",0,0,1,0,0
1950,"larron gobelin",0,"larrons gobelins",0,0,1,0,0
1951,"maître d'équipage de l'Étoile du matin",0,"maîtres d'équipage de l'Étoile du matin",0,0,1,0,0
1952,"timonier de l'Étoile du matin",0,"timoniers de l'Étoile du matin",0,0,1,0,0
1953,"navigateur de l'Étoile du matin",0,"navigateurs de l'Étoile du matin",0,0,1,0,0
1954,"canonnier de l'Étoile du matin",0,"canonniers de l'Étoile du matin",0,0,1,0,0
1955,"matelot de l'Étoile du matin",0,"matelots de l'Étoile du matin",0,0,1,0,0
1956,"mercenaire scrutateur",0,"mercenaires scrutateurs",0,0,1,0,0
1957,"mercenaire menaçant",0,"mercenaires menaçants",0,0,1,0,0
1958,"mercenaire mamool ja",0,"mercenaires mamool ja",0,0,1,0,0
1959,"mercenaire mamool ja",0,"mercenaires mamool ja",0,0,1,0,0
1960,"mercenaire mélancolique",0,"mercenaires mélancoliques",0,0,1,0,0
1961,"Rabisu",0,"Rabisu",0,0,1,0,1
1962,"imp renégat",0,"imps renégats",0,1,1,0,0
1963,"spriggan de Sil'dih",0,"spriggans de Sil'dih",0,0,1,0,0
1964,"maître d'équipage de l'Étoile du matin",0,"maîtres d'équipage de l'Étoile du matin",0,0,1,0,0
1965,"timonier de l'Étoile du matin",0,"timoniers de l'Étoile du matin",0,0,1,0,0
1966,"canonnier de l'Étoile du matin",0,"canonniers de l'Étoile du matin",0,0,1,0,0
1967,"Hirskskrat le toubib",0,"Hirskskrat le toubib",0,0,1,0,1
1968,"vigie de l'Étoile du matin",0,"vigies de l'Étoile du matin",0,0,1,1,0
1969,"gabier de l'Étoile du matin",0,"gabiers de l'Étoile du matin",0,0,1,0,0
1970,"incarnation de feu",0,"incarnations de feu",0,1,1,1,0
1971,"golem de moraine",0,"golems de moraine",0,0,1,0,0
1972,"Chirada-Egi",0,"Chirada-Egi",0,0,1,1,1
1973,"Suparna-Egi",0,"Suparna-Egi",0,0,1,1,1
1974,"griffe de Belias",0,"griffes de Belias",0,0,1,1,0
1975,"verrat à défenses",0,"verrats à défenses",0,0,1,0,0
1976,"nix cloqué",0,"nix cloqués",0,0,1,0,0
1977,"Tanadd Gah le brise-pierre",0,"Tanadd Gah le brise-pierre",0,0,1,0,1
1978,"ver de Lambton",0,"vers de Lambton",0,0,1,0,0
1979,"élémentaire des tempêtes",0,"élémentaires des tempêtes",0,1,1,0,0
1980,"prêtre du 129e ordre",0,"prêtres du 129e ordre",0,0,1,0,0
1981,"golem de chert",0,"golems de chert",0,0,1,0,0
1982,"Giggity",0,"Giggity",0,0,1,0,1
1983,"nuage de frelons tueurs",0,"nuages de frelons tueurs",0,0,1,0,0
1984,"jeune Mhigois",0,"jeunes Mhigois",0,0,1,0,0
1985,"sarcopte massif",0,"sarcoptes massifs",0,0,1,0,0
1986,"goobbue fermier",0,"goobbues fermiers",0,0,1,0,0
1987,"pampa del sol",0,"pampas del sol",0,0,1,0,0
1988,"frumentarius impérial",0,"frumentarii impérial",0,0,1,0,0
1989,"assaillant mystérieux",0,"assaillants mystérieux",0,1,1,0,0
1990,"chevalier des Fortemps",0,"chevaliers des Fortemps",0,0,1,0,0
1991,"ultraeibis",0,"ultraeibis",0,1,1,0,0
1992,"antilope balafrée",0,"antilopes balafrées",0,1,1,1,0
1993,"peiste à peau dure",0,"peistes à peau dure",0,0,1,0,0
1994,"nuée de mouches agaçantes",0,"nuées de mouches agaçantes",0,0,1,1,0
1995,"pinçailleur",0,"pinçailleurs",0,0,1,0,0
1996,"ectoplasme",0,"ectoplasmes",0,1,1,0,0
1997,"fantassin de la brigade des Cadavres",0,"fantassins de la brigade des Cadavres",0,0,1,0,0
1998,"soldat belahdien",0,"soldats belahdiens",0,0,1,0,0
1999,"mage belahdien",0,"mages belahdiens",0,0,1,0,0
2000,"sablom",0,"sabloms",0,0,1,0,0
2001,"traquenardeur gobelin",0,"traquenardeurs gobelins",0,0,1,0,0
2002,"Shezmu",0,"Shezmu",0,0,1,0,1
2003,"mort blanche",0,"morts blanches",0,0,1,1,0
2004,"coupe-membre ixal",0,"coupe-membres ixali",0,0,1,0,0
2005,"coblyn de céruleum",0,"coblyns de céruleum",0,0,1,0,0
2006,"Cronos",0,"Cronos",0,0,1,0,1
2007,"Charlotte",0,"Charlotte",0,0,1,1,1
2008,"doblyn de sphène",0,"doblyns de sphène",0,0,1,0,0
2009,"gorgotaurus",0,"gorgotauri",0,0,1,0,0
2010,"ver des sables géant",0,"vers des sables géants",0,0,1,0,0
2011,"harceleur agité",0,"harceleurs agités",0,0,1,0,0
2012,"raptor agité",0,"raptors agités",0,0,1,0,0
2013,"Aturia",0,"Aturia",0,1,1,1,1
2014,"salamandre émeraude",0,"salamandres émeraude",0,0,1,1,0
2015,"Héqet",0,"Héqet",0,0,1,1,1
2016,"mante rouge",0,"mantes rouges",0,0,1,1,0
2017,"Bolthorn",0,"Bolthorn",0,0,1,0,1
2018,"soldat errant",0,"soldats errants",0,0,1,0,0
2019,"mage errant",0,"mages errants",0,0,1,0,0
2020,"galago bondissant",0,"galagos bondissants",0,0,1,0,0
2021,"lépidotes",0,"lépidotes",0,0,1,0,0
2022,"paladin des casques d'argent",0,"paladins des casques d'argent",0,0,1,0,0
2023,"écuyer des casques d'argent",0,"écuyers des casques d'argent",0,1,1,0,0
2024,"aurélie de l'éther",0,"aurélies de l'éther",0,1,1,1,0
2025,"taon de l'éther",0,"taons de l'éther",0,0,1,0,0
2026,"guerrier de l'éther",0,"guerriers de l'éther",0,0,1,0,0
2027,"soudard kobold",0,"soudards kobolds",0,0,1,0,0
2028,"veilleur kobold",0,"veilleurs kobolds",0,0,1,0,0
2029,"ptéroc gardien",0,"ptérocs gardiens",0,0,1,0,0
2030,"Greywine",0,"Greywine",0,0,1,0,1
2031,"Archéoeibis",0,"Archéoeibis",0,1,1,0,1
2032,"mortalis entraîné",0,"mortalis entraînés",0,0,1,0,0
2033,"acarus clampin",0,"acari clampins",0,1,1,0,0
2034,"petit acarus traînard",0,"petits acari traînards",0,0,1,0,0
2035,"épéiste taciturne",0,"épéistes taciturnes",0,1,1,0,0
